"Provincia","Modalidad","Tipo recurso","Categoría","exp_fecapertura","Nombre establecimiento","Municipio","Dirección","C. Postal","Web","Nº Plazas"
"Badajoz","Café - Bar","I","--","2010-06-09","BAR EDUARDO","MERIDA","PLAZA ESPAÑA, 15",6800,"NO",0
"Badajoz","Café - Bar","I","--","1983-04-14","BAR GRAGERA","MERIDA","CALLE ANTONIO NEBRIJA  LOCAL, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","1996-06-10","BAR ISMAEL","MERIDA","CALLE ENRIQUE SANCHEZ DE LEON",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR MARILYN","MERIDA","CALLE DON BENITO, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2015-10-08","BAROCCO GASTROMUSIC","MERIDA","PLAZA DE LA CONSTITUCIÓN, 10 SEGUN AYUNTAMIENTO PLAZA CONSTITUCION, 7)",6800,"NO",0
"Badajoz","Café - Bar","I","--","1994-03-05","BAR PAJARES 1976","MERIDA","AVENIDA JUAN CARLOS I, 36 DERECHA",6800,"NO",0
"Badajoz","Café - Bar","I","--","1986-04-24","BAR PUENTE","MERIDA","CALLE TOLEDO, 67",6800,"NO",0
"Badajoz","Café - Bar","I","--","1997-06-01","BAR ROSENDO","MERIDA","CALLE CORNALVO, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2000-09-01","BAR TU Y YO","MERIDA","CALLE BALDOMERO DIAZ DE ENTRESOTO,  S/N",6800,"NO",0
"Badajoz","Café - Bar","I","--","1991-07-08","BAR VIA DE LA PLATA","MERIDA","AVENIDA VIA DE LA PLATA, 34",6800,"NO",0
"Badajoz","Café - Bar","I","--","1990-09-10","BELLAVISTA","MERIDA","CALLE BELLAVISTA, 11",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BERLIN 1989","MERIDA","CALLE ASTORGA, 3 (ANTES, Nº 5)",6800,"NO",0
"Badajoz","Café - Bar","I","--","2006-04-11","BILLAR","MERIDA","ATARAZANAS, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2000-04-11","BINGOS MERIDA S.A.","MERIDA","AVENIDA NTRA. SEÑORA LA ANTIGUA, 12",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-03-11","BLOBA","MERIDA","AVDA. PORTUGAL CENTRO COMERCIAL EL FORO LOCAL 23-24",6800,"NO",0
"Badajoz","Café - Bar","I","--","1990-07-30","BOCACHA","MERIDA","CALLE SANTA EULALIA, 13",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-15","BRASERIA ALEGRIA","MERIDA","PLAZA SANTA CLARA, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2000-05-28","BRASERIA EL PUENTE","MERIDA","CARRETERA CIRCUNVALACION MADRID-CACERES",6800,"NO",0
"Badajoz","Café - Bar","I","--","2017-09-15","BRASERÍA EL PUENTE","MERIDA","AVENIDA REÍNA SOFÍA, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-10","BRASERÍA LAS TRES FUENTES","MERIDA","ALMOHARÍN, 5 (POLÍGONO LAS PALMERAS)",6800,"NO",0
"Badajoz","Café - Bar","I","--","1986-03-27","BUGGY","MERIDA","CALLE ATARAZANAS, 3 CON OVIEDO, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-11-09","BULEVAR","MERIDA","C/ SANTA LUCIA, 8",,"NO",0
"Badajoz","Café - Bar","I","--","1983-04-11","CACHICHO","MERIDA","CALLE SAN FRANCISCO, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","1997-06-16","CAFE BAR BOCANEGRA","MERIDA","CALLE CALVARIO, 60",6800,"NO",0
"Badajoz","Café - Bar","I","--","2015-01-30","CAFE BAR DOMINGO","MERIDA","ALMONASTER LA REAL, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2015-02-18","CAFE BAR EL PESCADÍTO","MERIDA","CORNALVO, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2013-09-24","CAFE BAR ENTREPUENTES","MERIDA","AVDA. DE ALANGE, 21",6800,"NO",0
"Badajoz","Café - Bar","I","--","1989-01-18","CAFE BAR EUROPA","MERIDA","CALLE VESPASIANO, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE BAR LA CARMELA","MERIDA","POLIGONO EL PRADO . PARCELA  F",6800,"NO",0
"Badajoz","Café - Bar","I","--","2000-04-08","CAFÉ-BAR NUEVO IBIZA","MERIDA","CALLE SAN BARTOLOME, 10",6800,"NO",0
"Badajoz","Café - Bar","I","--","1996-07-22","CAFE BAR PEDRO","MERIDA","CALLE SAN DAMIAN, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1995-05-22","CAFE BAR PIZARRO","MERIDA","CALLE LEGION  V, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1995-12-27","CAFE BAR VIPER","MERIDA","AVENIDA JUAN CARLOS I, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2003-06-30","CAFETERIA COM S.C.","MERIDA","RAMON Mª DEL VALLE INCLAN Nº 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1995-07-08","CALIFORNIA","MERIDA","CALLE JUAN RAMON JIMENEZ, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2001-02-13","CAMPING MERIDA","MERIDA","AVENIDA REINA SOFIA,  S/N",6800,"NO",0
"Badajoz","Café - Bar","I","--","2014-03-26","CANDELA","MERIDA","MARIA AUXILIADORA C/ DIAZ TANCO, 1 ",6800,"NO",0
"Badajoz","Café - Bar","I","--","2015-03-02","CARBONERIA TAPAS","MERIDA","PLAZA DE LA CONSTITUCIÓN, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","1991-03-31","CARLOS","MERIDA","CALLE Mª DEL CORO CILLAN, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1999-12-07","CARRACEDO ROMERA","MERIDA","CALLE VIÑEROS, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","1997-01-06","CARROZA","MERIDA","C/ MIGUEL DE UNAMUNO, 8",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-04-11","CASA MANOLO","MERIDA","CAMINO VIEJO DE MIRANDILLA, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","1985-11-30","CASA PEDRO","MERIDA","CALLE LOS MAESTROS, 32",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-06-05","CATALINA PLAZA","MERIDA","C/ ROMERO LEAL, 26",6800,"NO",0
"Badajoz","Café - Bar","I","--","2023-05-25","CENTRO DE MAYORES EL CALVARIO","MERIDA","CALVARIO, 8",,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CEPANSA","MERIDA","AVENIDA REINA SOFIA (POLIGONO CEPANSA),  S/N",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CERVECERIA 100 MONTADITOS","MERIDA","CALLE FELIX VALVERDE LILLO, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2009-11-03","""CERVECERÍA EL NIÑO BERMEJO""","MERIDA","CAMINO VIEJO DE MIRANDILLA, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-09-24","CERVECERIA GAMBRINUS MERIDA","MERIDA","AVDA. DE LA CONSTITUCION, 7 LOCAL 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-05-27","CERVECERIA LA CORCHERA","MERIDA","JOSE MARTINEZ RUÍZ AZORIN, 29",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-09-12","CERVECERÍA LA SUREÑA","MERIDA","C/ DELGADO VALENCIA, 11-13",6800,"NO",0
"Badajoz","Café - Bar","I","--","2005-01-26","CERVECERIA MUNICH","MERIDA","C/ JUAN SEBASTIAN ELCANO, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-09-24","CERVECERIA PRADAN","MERIDA","PANADEROS, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-10-06","CERVECERIA TAPERIA PIQUISLAVI'S","MERIDA","AVDA. JUAN CARLOS I, 53",6800,"NO",0
"Badajoz","Café - Bar","I","--","1995-04-09","CHAINHO","MERIDA","CALLE PROSERPINA",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-09-20","CHAMORRO","MERIDA","C/ LA LEGUA, 17",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-04-01","CHAPA-TAPA","MERIDA","SANTA LUCIA, 10",6800,"NO",0
"Badajoz","Café - Bar","I","--","2005-01-10","CHAVI","MERIDA","ARZOBISPO MAUSSONA Nº 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-04-14","CHIRINGUITO ALFONSO","MERIDA","LAGO PROSERPINA, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-09-24","CHIRINGUITO YU-YU","MERIDA","CR PROSERPINA, 5 (CHIRINGUITO BAR Nº 5 EMBALSE DE PROSERPINA",6800,"NO",0
"Badajoz","Café - Bar","I","--","2004-02-19","CHOCOLAT","MERIDA","ALMENDRALEJO Nº 8",6800,"NO",0
"Badajoz","Café - Bar","I","--","2001-07-18","COFFE BAR SPRINGFIELD","MERIDA","CALLE JOSE MARTINEZ RUIZ AZORIN, 25",6800,"NO",0
"Badajoz","Café - Bar","I","--","1998-12-04","CORDOBA","MERIDA","AVENIDA MARQUESA DE PINARES, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-05-25","COSTUMBRES ARGENTINAS","MERIDA","AVDA CONSTITUCION S/N bloque 2 COMPLEJO LOS NARANJOS",6800,"NO",0
"Badajoz","Café - Bar","I","--","2015-04-09","CRÓNICAS MERIDA","MERIDA","AVDA. PORTUGAL, 86",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-11-05","CRUCE CARIJA","MERIDA","AUTOVIA MADRID-LISBOA (CRUCE MERIDA-MONTIJO)",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-12-10","CRUDO","MERIDA","C/ SANTA EULALIA, 20",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-01-14","CUEVAS","MERIDA","BELLAVISTA, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-01-14","CUEVAS","MERIDA",,6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-11-03","D10","MERIDA","C/ SAGASTA Nº 15",6800,"NO",0
"Badajoz","Café - Bar","I","--","1991-05-22","DAKKON","MERIDA","CALLE STA LUCIA, 9 (ANTES 13)",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-07-08","DELICIAS POPTWINS","MERIDA","AVDA. CONSTITUCION 13 A",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-11-16","DESAYUNOS VIKI","MERIDA","JOSE ECHEGARAY IZAGUIRRE, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","1998-06-15","DONER KEBAB","MERIDA","CALLE JHON LENNON C/V PIEDAD, s/n",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-11-16","DONER KEBAB","MERIDA","MARQUESA DE PINARES, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","1989-08-08","DONOSO CORTES","MERIDA","CALLE DR. OSORIO BALANO",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-07-02","DULCE CAPRICCIO","MERIDA","RAMBLA SANTA EULALIA, 32",6800,"NO",0
"Badajoz","Café - Bar","I","--","2004-10-05","EL ALFARERO","MERIDA","SAGASTA Nº 29",6800,"NO",0
"Badajoz","Café - Bar","I","--","1989-04-17","EL ÁRBOL","MERIDA","CALLE SAN LUIS, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","1998-02-15","EL BARRIO","MERIDA","CALLE CAPITAN ALMARAZ, 30",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","EL CAMARON","MERIDA","CALLE ALMONASTER LA REAL, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2023-05-29","EL CANARIO","MERIDA","AVDA. JUAN CARLOS I, 36",6800,"NO",0
"Badajoz","Café - Bar","I","--","1990-07-07","EL CAPRICHO","MERIDA","CALLE CABO VERDE, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1997-06-03","EL CHAFLÁN","MERIDA","CALLE JOHN LENNON, 24",6800,"NO",0
"Badajoz","Café - Bar","I","--","2017-11-10","EL CHIRINGUITO DE CHONI","MERIDA","LAGO DE PROSERPINA (CHIRINGUITO Nº 4)",6800,"NO",0
"Badajoz","Café - Bar","I","--","2024-10-04","EL COMEDOR DEL ARCO","MERIDA","TRAJANO, 8",6800,"NO",0
"Badajoz","Café - Bar","I","--","1999-08-09","EL ENCINAR II","MERIDA","POLIGONO INDS. EL PRADO",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-03-03","EL ESCONDITE","MERIDA","DEL MUSEO, 9",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-03-07","EL GORDO","MERIDA","MIGUEL ANGEL, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2022-02-11","EL JALEO","MERIDA","PLAZA DELA CONSTITUCION, 7",,"NO",0
"Badajoz","Café - Bar","I","--","2005-10-11","EL LAGO DE SANABRIA","MERIDA","AVENIDA MARQUEZ DE LA PATERNA, 6",6800,"NO",0
"Badajoz","Café - Bar","I","--","1993-07-05","EL MONTERO","MERIDA","CALLE DON BENITO, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-10-01","EL OLOR DE LA JARA","MERIDA","AVDA. JUAN CARLOS I 35",6800,"NO",0
"Badajoz","Café - Bar","I","--","1978-05-16","EL PERAL","MERIDA","CAMINO DEL PERAL, 1   B. 1º",6800,"NO",0
"Badajoz","Café - Bar","I","--","1983-01-02","EL PESTOREJO","MERIDA","CALLE BERZOCANA, 16",6800,"NO",0
"Badajoz","Café - Bar","I","--","2023-07-13","EL PESTOREJO","MERIDA","AVDA, PORTUGAL, CC EL FORO, 58",6800,"NO",0
"Badajoz","Café - Bar","I","--","2017-06-07","EL PESTOREJO","MERIDA","PLAZA DE ESPAÑA, 14",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-09","EL PESTOREJO","MERIDA","JOSE RAMON MELIDA, 19",6800,"NO",0
"Badajoz","Café - Bar","I","--","2001-05-09","EL PESTOREJO","MERIDA","RONDA DE LOS EMERITOS, 13 LOCAL 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-08-26","EL PRADO","MERIDA","AVDA. EL PRADO, 13",6800,"NO",0
"Badajoz","Café - Bar","I","--","1983-07-25","EL RETIRO","MERIDA","CALLE DIOCLES, 3 B",6800,"NO",0
"Badajoz","Café - Bar","I","--","2015-10-16","EL RETIRO II","MERIDA","AVENIDA REINA SOFIA, 68",6800,"NO",0
"Badajoz","Café - Bar","I","--","1995-01-03","EL RINCON DE ELENA","MERIDA","URBANIZACION LAS LOMAS  B. 13",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-07-05","EL RINCON DE ESTHER","MERIDA","CTRA. MADRID-LISBOA S/N LOCAL 1 (CC. CARREFOUR)",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-05-14","EL RINCÓN DEL ALFAR","MERIDA","JOSE RAMON MELIDA, 19 izq",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-06-20","EL RINCÓN DE LOS AMIGOS","MERIDA","SUAREZ SOMONTE, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","1996-06-18","EL RINCON DE PACO","MERIDA","CALLE SEVERO OCHOA",6800,"NO",0
"Badajoz","Café - Bar","I","--","2000-04-07","EL SALERO","MERIDA","CALLE SAN JUAN DE DIOS, 11",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-06-27","EL TEMPLO","MERIDA","SAGASTA, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","1998-05-23","EL YATE II","MERIDA","CALLE LUIS  A. LENCERO, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-04-22","EMOTIVA 66","MERIDA","AVENIDA JUAN CARLOS I, 17",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-06-11","ENDULZATE!","MERIDA","SEVERO OCHOA, 4 ESQ. PIO BAROJA",6800,"NO",0
"Badajoz","Café - Bar","I","--","2009-06-04","ENTREVÍAS","MERIDA","C/ MARQUESA DE PINARES, 34",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","ESCUELA DE ADMINISTRACION PUBLICA","MERIDA","AVENIDA DE LA LIBERTAD,  S/N",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-09-28","ESTAMBUL","MERIDA","LOPEZ PUIGCERVER, 14",6800,"NO",0
"Badajoz","Café - Bar","I","--","2024-11-25","FLOCO ORIGINAL COFFEE","MERIDA","C/ DELGADO VALENCIA, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2016-03-07","FLOR IBÉRICA","MERIDA","JORGE GUILLÉN, 17",6800,"NO",0
"Badajoz","Café - Bar","I","--","1985-12-12","GALAN","MERIDA","CALLE SAN ANTONIO 40-42",6800,"NO",0
"Badajoz","Café - Bar","I","--","2017-10-27","GEOGRAPHIC FOOD COMPANY","MERIDA","PLAZA DE ESPAÑA S/N KIOSCO 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2012-11-22","GRILL EL PATIO","MERIDA","CALDERÓN DE LA BARCA, 20",6800,"NO",0
"Badajoz","Café - Bar","I","--","2009-08-20","HARLEY DAVIDSON","MERIDA","ANTIGUA NACIONAL V, KM. 334,2 MARGEN IZQ.",6800,"NO",0
"Badajoz","Café - Bar","I","--","1991-04-25","HORNITO","MERIDA","AVENIDA EXTREMADURA, 18",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-05-13","HORNO LUSITANIA","MERIDA","JUAN ANTONIO VAZQUEZ DE FIGUEROA ,2 c/v Avda. Lusitania",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-10-11","HORNO SANTA EULALIA","MERIDA","LOS ALAMOS, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2012-08-29"," HOSPITAL PSIQUIÁTRICO","MERIDA","CARRETERA VALVERDE s/n",6800,"NO",0
"Badajoz","Café - Bar","I","--","1992-09-08","IGNACIO","MERIDA","AVENIDA JUAN CARLOS I, 19",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-03-31","ILUNION MÉRIDA PALACE","MERIDA","PASEO DE ESPAÑA, 19",6800,"NO",0
"Badajoz","Café - Bar","I","--","2023-09-19","ISI Y PILI","MERIDA","AVENIDA MARQUES DE PATERNA, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1998-04-09","JIMENEZ","MERIDA","CALLE ASTORGA, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-07-01","JOPLIN","MERIDA","ROMERO LEAL, 3 LOCAL 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1991-10-01","JOSE","MERIDA","C/ LUIS ALBERTO, S/N",6800,"NO",0
"Badajoz","Café - Bar","I","--","2004-08-23","JUAN ""CHINO""","MERIDA","PAMPLONA Nº 1, NAVE A10-1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","KIKE","MERIDA","AVENIDA CASA HERRERA,  S/N",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","KIOSCO LA LOBA","MERIDA","PASEO DE ROMA,  S/N MARQUESINA ESTACION AUTOBUSES",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-08-13","KIOSCO PLAZA","MERIDA","TRAJANO, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2012-08-27","KIOSKINI","MERIDA","PLAZA SANTA CLARA, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","1983-11-23","LA ANTARTIDA","MERIDA","CALLE ANTONIO DE NEBRIJA, 10",6800,"NO",0
"Badajoz","Café - Bar","I","--","2016-06-20","LA ANTIGUA","MERIDA","AVENIDA JUAN CARLOS I, 41 LOCAL 12C",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LA BOARDILLA","MERIDA","TRAVESIA DE ALMENDRALEJO , 9",6800,"NO",0
"Badajoz","Café - Bar","I","--","1993-07-25","LA BUENA TAPA","MERIDA","CALLE PIO BAROJA, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2017-10-27","LA BURLONA","MERIDA","PLAZA DE ESPAÑA S/N, KIOSCO 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2011-03-03","LA CALZADA","MERIDA","PZA. MADRES DE MAYO, 6 LOCAL-3",6800,"NO",0
"Badajoz","Café - Bar","I","--","1995-09-07","LA CARBONERÍA","MERIDA","PLAZA CONSTITUCION, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-10-02","LA CASONA","MERIDA","JOSE RAMON MELIDA, 48 LOCAL 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LA CASONA PLAZA","MERIDA","PLAZA ESPAÑA, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-08-13","LA DESAYUNERIA","MERIDA","CAMINO VIEJO MIRANDILLA, 21",6800,"NO",0
"Badajoz","Café - Bar","I","--","1999-04-02","LA ENCINA","MERIDA","AVENIDA JUAN CARLOS I, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","1998-03-23","LA ESENCIA","MERIDA","CALLE DON BENITO, 2 (ANTES 1)",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-11-28","LA ESENCIA DE LOS VALENCIANOS","MERIDA","DELGADO VALENCIA, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-10-27","LA ESQUINA DE DON MOLLETE","MERIDA","TOMAS ROMERO DE CASTILLA, 2 BAJO ESQUINA AVENIDA DEL PERAL",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-04-06","LA ESQUINITA","MERIDA","AVDA. DE LAS AMERICAS, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-01-29","LA EXTREMEÑA","MERIDA","BERZOCANA, 10",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-08-25","LAGO PINAR","MERIDA","LAGO DE PROSERPINA, CHIRINGUITO 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2006-10-18","LA ILIADA","MERIDA","PIEDAD, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LAINEZ","MERIDA","CALLE PARLA, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-01-10","LA LONJA","MERIDA","C/ CANOVAS DEL CASTILLO, 16",6800,"NO",0
"Badajoz","Café - Bar","I","--","1992-08-11","LA LUNA","MERIDA","CALLE RIO JERTE",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-08-21","LA MOETT","MERIDA","PLAZA ESPAÑA, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-02-05","LA MURALLA","MERIDA","C/ CUARTEL GUARDIA CIVIL, 12",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-02-14","LA NIÑA","MERIDA","VIRGEN DEL CARMEN, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-15","LA PIEL DEL OSO","MERIDA","BARTOLOME TORRES NAHARRO, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","1987-03-22","LA SABELA","MERIDA","CALLE JUAN FRANCISCO,BAVIANO GINER, 18",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LAS DELICIAS DEL IBÉRICO (antes BRASERIA PUERTA LA VILLA)","MERIDA","C/ TENIENTE TORRES, 1 ESQUINA C/ JOSE RAMON MELIDA, 6",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-05-13","LAS EXTREMAÑAS","MERIDA","CALLE BERZOCANA,14",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-05-17","LAS NIÑAS","MERIDA","RAMON DE CALATRAVA, 10",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-02-06","LA TABERNA DE EU","MERIDA","C/ INDUSTRIALES, 13",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-02-13","LA TAHONA","MERIDA","ALVARADO, 5 BAJO",6800,"NO",0
"Badajoz","Café - Bar","I","--","2006-06-09","LA TAPERIA DEL SUR","MERIDA","DIEGO MUÑOZ TORRERO, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-03-03","LA TASCA","MERIDA","ALVARADO, 3",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-04-05","LA TORRE ","MERIDA","MARQUESA DE PINARES, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LA TROYA","MERIDA","CALLE MUZA, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2008-05-29","LAVINIA","MERIDA","DON BENITO, 1 LOCAL, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","1990-04-15","LA VOZ","MERIDA","CALLE GRACIANO, 24",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-03-21","LEMATIER","MERIDA","DON BENITO, 2 LOCAL 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2021-01-29","LLAMAME LOLA","MERIDA","AVDA. CONSTITUCIÓN, 15 - LOCAL",6800,"NO",0
"Badajoz","Café - Bar","I","--","2012-12-14","LOAN","MERIDA","AVDA. DE LAS ABADÍAS 17 A",6800,"NO",0
"Badajoz","Café - Bar","I","--","1984-12-26","LOS ANGELES","MERIDA","CALLE VIA DE LA PLATA, 4",6800,"NO",0
"Badajoz","Café - Bar","I","--","2023-09-18","LOS AVIOS","MERIDA","SAN FAUSTO ESQUINA C/ RIO JERTE",6800,"NO",0
"Badajoz","Café - Bar","I","--","2001-03-20","LOS BODEGONES","MERIDA","CALLE DIEGO MUÑOZ TORRERO, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","1999-04-08","LOS BODEGONES","MERIDA","CALLE DON BENITO  B. 1 LO - 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","1996-04-27","LOS COLEGAS II","MERIDA","CALLE PEDRO J. ARANGUEZ GIL, 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2007-04-11","LOS SEGOVIANOS II","MERIDA","PLAZA DE LOS PUEBLOS LOCAL 2 NU.5 URBANIZACION MONTEALTO ANTES TRASERAS CALLE CASTUERA (ZONA VERDE)",6800,"NO",0
"Badajoz","Café - Bar","I","--","1991-01-09","LOS SERRANILLOS","MERIDA","CALLE D.CANOVAS CASTILLO, 14",6800,"NO",0
"Badajoz","Café - Bar","I","--","1996-05-11","LUCÍA","MERIDA","CALLE RAMÓN DE CALATRAVA, 6",6800,"NO",0
"Badajoz","Café - Bar","I","--","2024-06-27","LUIS EL GORDO","MERIDA","ZARAGOZA, 37",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LUYCE","MERIDA","AVENIDA CAMINO DEL PERAL, 5",6800,"NO",0
"Badajoz","Café - Bar","I","--","2010-10-11","LYBERLEYRE","MERIDA","AVDA. VIA DE LA PLATA, 18 B",6800,"NO",0
"Badajoz","Café - Bar","I","--","2005-07-15","MAKAO","MERIDA","C/ ADRIANO, 7",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-06-15","MALABAR KIOSCO 1","MERIDA","PLAZA ESPAÑA ESQUINA CALLE SANTA EULALIA",6800,"NO",0
"Badajoz","Café - Bar","I","--","2023-07-14","MALAJE LOUNGE CLUB","MERIDA","C/ ROMERO LEAL, 3 LOCAL 2",6800,"NO",0
"Badajoz","Café - Bar","I","--","2020-07-27","MALAMADRE THE CLUB","MERIDA","C/ HOLGUIN, 32",6800,"NO",0
"Badajoz","Café - Bar","I","--","2018-12-14","MALCRIAO","MERIDA","SANTA EULALIA, 1",6800,"NO",0
"Badajoz","Café - Bar","I","--","2019-11-29","MALGACHE","MERIDA","JUAN ANTONIO DE VERA Y FIGUEROA, 2",6800,"NO",0
