"Provincia","Modalidad","Tipo recurso","Categoría","exp_fecapertura","Nombre establecimiento","Municipio","Dirección","C. Postal","Web","Nº Plazas"
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE BAR SALCHICHON","VILLAFRANCA DE LOS BARROS","CALLE HORNACHO, 7",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE BAR SAN ISIDRO","VILLAFRANCA DE LOS BARROS","CARRETERA GIJON-SEVILLA 630 K. 328",6220,"NO",0
"Badajoz","Café - Bar","I","--","2021-02-05","CATARSIS LOUNGE","VILLAFRANCA DE LOS BARROS","AVDA. DEL TRABAJO, S/N",6220,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-17","CERVECERIA DEL CAMPO","VILLAFRANCA DE LOS BARROS","PLAZA PEDRO BOTE, 6",6220,"NO",0
"Badajoz","Café - Bar","I","--","2018-04-11","COPACABANA","VILLAFRANCA DE LOS BARROS","PLAZA CORÁZÓN DE JESÚS 11-D",6220,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-08","DISCOTECA SALA GOLD","VILLAFRANCA DE LOS BARROS","RECINTO FERIAL, S/N",6220,"NO",0
"Badajoz","Café - Bar","I","--","2023-07-18","EL GUIZQUE","VILLAFRANCA DE LOS BARROS","CTRA. GIJÓN SEVILLA, KM. 664,3",6220,"NO",0
"Badajoz","Café - Bar","I","--","2024-11-29","EL GUIZQUINO","VILLAFRANCA DE LOS BARROS","RUIZ ZORRILLA, 90",6220,"NO",0
"Badajoz","Café - Bar","I","--","2022-01-31","EL PILAR","VILLAFRANCA DE LOS BARROS","PLAZA DE MANCERINA S/N",6220,"NO",0
"Badajoz","Café - Bar","I","--","2018-09-11","EL RINCON DE LA VICTORIA","VILLAFRANCA DE LOS BARROS","C/ MENDEZ NUÑEZ, 27",6220,"NO",0
"Badajoz","Café - Bar","I","--","2000-12-15","ESTACIÓN AUTOBUSES","VILLAFRANCA DE LOS BARROS","CALLE FERNANDO ARANGUREN, 4",6220,"NO",0
"Badajoz","Café - Bar","I","--","2006-11-02","EUROPA","VILLAFRANCA DE LOS BARROS","PLAZA DE EUROPA s/n",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","EVEREST","VILLAFRANCA DE LOS BARROS","CALLE BEATA JOAQUINA, 14",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","HERMANOS RAMOS CHAPARRO","VILLAFRANCA DE LOS BARROS","CALLE VARA, 12",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","HEYDY","VILLAFRANCA DE LOS BARROS","CAMINO CAÑO, 4",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","HOTEL ACOSTA CIUDAD DE LA MUSICA","VILLAFRANCA DE LOS BARROS","CARRETERA GIJON-SEVILLA",6220,"NO",0
"Badajoz","Café - Bar","I","--","2019-10-11","JERO","VILLAFRANCA DE LOS BARROS","PLAZA CORAZÓN DE MARIA, 3",6220,"NO",0
"Badajoz","Café - Bar","I","--","2024-03-12","JOY","VILLAFRANCA DE LOS BARROS","FRANCISCO PIZARRO, 7B",6220,"NO",0
"Badajoz","Café - Bar","I","--","2022-01-31","KIOSKO IVAN DE CASTRO","VILLAFRANCA DE LOS BARROS","PARQUE IVAN DE CASTRO",,"NO",0
"Badajoz","Café - Bar","I","--","2006-12-29","LA ALHAMBRA","VILLAFRANCA DE LOS BARROS","CARDENAL CISNEROS, 30",6220,"NO",0
"Badajoz","Café - Bar","I","--","2020-02-06","LA ALMAZARA","VILLAFRANCA DE LOS BARROS","CAMINO DEL MORO, S/N / N-630 KM 670,4",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LA MARINA","VILLAFRANCA DE LOS BARROS","CARRETERA N-630 K. 665",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LA PARADA","VILLAFRANCA DE LOS BARROS","AVENIDA CONSTITUCION, 6",6220,"NO",0
"Badajoz","Café - Bar","I","--","2018-02-09","LA PLAZA","VILLAFRANCA DE LOS BARROS","CARMEN 2-H (MERCADO DE ABASTOS)",6220,"NO",0
"Badajoz","Café - Bar","I","--","2023-09-21","LA SILERA","VILLAFRANCA DE LOS BARROS","CALDERÓN DE LA BARCA, 23",6220,"NO",0
"Badajoz","Café - Bar","I","--","2023-03-07","LE BISTRO","VILLAFRANCA DE LOS BARROS","PLAZA DE ESPAÑA, 7",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-12-10","LOS ARCOS","VILLAFRANCA DE LOS BARROS","AVDA. FERNANDO ARANGUREN, 11",6220,"NO",0
"Badajoz","Café - Bar","I","--","2005-10-24","LOS MORALES","VILLAFRANCA DE LOS BARROS","C/ FELIPE CHECA S/N",6220,"NO",0
"Badajoz","Café - Bar","I","--","2020-12-15","LOS ROBLES","VILLAFRANCA DE LOS BARROS","PLAZA DE EUROPA, 6",6220,"NO",0
"Badajoz","Café - Bar","I","--","2023-10-16","LUSITANIA BOCATERIA PAN Y SNAKS","VILLAFRANCA DE LOS BARROS","CARRETERO ROMO, 4",6220,"NO",0
"Badajoz","Café - Bar","I","--","2007-01-17","MAI-DAI","VILLAFRANCA DE LOS BARROS","LA SERENA, 4",6220,"NO",0
"Badajoz","Café - Bar","I","--","2024-03-13","MARISCOS EL GARY","VILLAFRANCA DE LOS BARROS","PINTORES, 36",6220,"NO",0
"Badajoz","Café - Bar","I","--","2006-10-20","MONTEALBA POLIDEPORTIVO","VILLAFRANCA DE LOS BARROS","AVDA. ANGEL MARQUEZ ESCOBAR, 80",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","MORAN","VILLAFRANCA DE LOS BARROS","CALLE ENRAMADA, 1",6220,"NO",0
"Badajoz","Café - Bar","I","--","2022-03-18","NO-RA TAPERIA","VILLAFRANCA DE LOS BARROS","C/ DINAMARCA, 2",6220,"NO",0
"Badajoz","Café - Bar","I","--","2009-11-12","NUEVA JAMAICA","VILLAFRANCA DE LOS BARROS","PIO XII, esquina calle martires, 3",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","OASIS","VILLAFRANCA DE LOS BARROS","CALLE MERIDA, 32",6220,"NO",0
"Badajoz","Café - Bar","I","--","2003-09-02","OTROS","VILLAFRANCA DE LOS BARROS","MERIDA Nº 32",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","PARRA","VILLAFRANCA DE LOS BARROS","CALLE VELAZQUEZ, 12",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","PEÑA FLAMENCA SOLERA EXTREMEÑA","VILLAFRANCA DE LOS BARROS","CALLE FEDERICO GARCIA LORCA,  S/N",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","PINTA","VILLAFRANCA DE LOS BARROS","PLAZA ABASTO",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","PLAZA VIEJA","VILLAFRANCA DE LOS BARROS","PLAZA FERNANDEO CEBALLOS, 5",6220,"NO",0
"Badajoz","Café - Bar","I","--","2024-04-25","PUB BLUES","VILLAFRANCA DE LOS BARROS","AVDA. CONSITUCIÓN, 3",6220,"NO",0
"Badajoz","Café - Bar","I","--","2008-01-04","RAMOS","VILLAFRANCA DE LOS BARROS","AVDA. ANGEL MARQUEZ ESCOBAR, 30",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","RAYUELA","VILLAFRANCA DE LOS BARROS","PLAZA CORAZON DE JESUS, 13",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","RIBERITA","VILLAFRANCA DE LOS BARROS","CALLE GRAVINA, 52",6220,"NO",0
"Badajoz","Café - Bar","I","--","2006-09-04","RINCÓN PIZARRO","VILLAFRANCA DE LOS BARROS","C/ PIZARRO, 3",6220,"NO",0
"Badajoz","Café - Bar","I","--","2024-03-26","SAN FRANCISCO","VILLAFRANCA DE LOS BARROS","AVDA. CONSTITUCIÓN, 70",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-10-27","SANTA FÉ","VILLAFRANCA DE LOS BARROS","PIZARRO, 7",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","SANTIAGO","VILLAFRANCA DE LOS BARROS","CARRETERA MAESTRE, 1",6220,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","VALDEQUEMAO","VILLAFRANCA DE LOS BARROS","PLAZA VALDEQUEMAO",6220,"NO",0
"Badajoz","Café - Bar","I","--","2005-09-26","VILLADIVERSION","VILLAFRANCA DE LOS BARROS","LOPE DE VEGA, 27",6220,"NO",0
"Badajoz","Cafetería","II","1 Taza","2006-05-31","CAPRICHO","VILLAFRANCA DE LOS BARROS","C/ COLOMBIA, 2",6220,"NO",36
"Badajoz","Cafetería","II","1 Taza","2018-04-13","CASA DE LA CULTURA","VILLAFRANCA DE LOS BARROS","LUIS CHAMIZO, S/N",6220,"NO",75
"Badajoz","Cafetería","II","1 Taza","2019-07-05","CATERING LA GRAN FAMILIA","VILLAFRANCA DE LOS BARROS","AREA DE SERVICIO A-66, KM. 657",6220,"NO",116
"Badajoz","Cafetería","II","2 Tazas","2008-11-06","EL FIGON","VILLAFRANCA DE LOS BARROS","AV. DEL TRABAJO S/N",6220,"NO",70
"Badajoz","Catering","II","--","2018-04-13","LA GRAN FAMILIA","VILLAFRANCA DE LOS BARROS","FONTANEROS, 3",6220,"NO",0
"Badajoz","Pub","III","--","2000-09-01","ÁMBAR","VILLAFRANCA DE LOS BARROS","CALLE PIZARRO, 17",6220,"NO",0
"Badajoz","Pub","III","--","2008-07-23","BULEVAR 8","VILLAFRANCA DE LOS BARROS","AVDA. EJERCITO 17",6220,"NO",0
"Badajoz","Pub","III","--","2010-06-09","CAFE  ARTE DEL AMBIGU","VILLAFRANCA DE LOS BARROS","CALLE CARRERA CHICA  SOTANO, 9",6220,"NO",0
"Badajoz","Pub","III","--","2005-08-31","CON OCHO BASTA","VILLAFRANCA DE LOS BARROS","C/CARMEN, 12",6220,"NO",0
"Badajoz","Pub","III","--","2010-06-09","EL DUENDE","VILLAFRANCA DE LOS BARROS","AVENIDA CONSTITUCION, 12",6220,"NO",0
"Badajoz","Pub","III","--","2005-08-31","EL PASO","VILLAFRANCA DE LOS BARROS","C/HORNACHOS, 7",6220,"NO",0
"Badajoz","Pub","III","--","2010-06-09","LA FILMO","VILLAFRANCA DE LOS BARROS","AVENIDA CONSTITUCION, 13",6220,"NO",0
"Badajoz","Pub","III","--","2010-06-09","LA PULCRA","VILLAFRANCA DE LOS BARROS","CALLE LOPE DE VEGA, 7",6220,"NO",0
"Badajoz","Pub","III","--","2010-06-09","LOS CAZADORES","VILLAFRANCA DE LOS BARROS","CALLE SOR ANAGELA DE LA CRUZ, 40",6220,"NO",0
"Badajoz","Pub","III","--","2010-06-09","MANZANO","VILLAFRANCA DE LOS BARROS","C/ CARRILLO ARENAS, 2 (ANTES C/ DAOIZ Y VELARDE, 30)",6220,"NO",0
"Badajoz","Pub","III","--","2000-12-11","MONTERREY","VILLAFRANCA DE LOS BARROS","CALLE RODELA, 25",,"NO",0
"Badajoz","Pub","III","--","2010-06-09","PIRRIORKY","VILLAFRANCA DE LOS BARROS","CALLE RECINTO FERIAL",6220,"NO",0
"Badajoz","Restaurante","II","1 Tenedor","2022-02-24","ABUELA LUISA","VILLAFRANCA DE LOS BARROS","C/ TIERRA DE BARROS, 11",6220,"NO",120
"Badajoz","Restaurante","II","1 Tenedor","2019-07-05","CATERING LA GRAN FAMILIA","VILLAFRANCA DE LOS BARROS","AREA DE SERVICIO A-66, KM. 657",6220,"NO",62
"Badajoz","Restaurante","II","1 Tenedor","2023-07-18","EL GUIZQUE","VILLAFRANCA DE LOS BARROS","CTRA. GIJÓN SEVILLA, KM. 664,3",6220,"NO",75
"Badajoz","Restaurante","II","1 Tenedor","2020-11-16","EUROPA","VILLAFRANCA DE LOS BARROS","PLAZA EUROPA, 2",6220,"NO",26
"Badajoz","Restaurante","II","1 Tenedor","2010-10-27","GRANERO","VILLAFRANCA DE LOS BARROS","PIZARRO, 7",6220,"NO",20
"Badajoz","Restaurante","II","1 Tenedor","2020-02-27","LA ALMAZARA","VILLAFRANCA DE LOS BARROS","CAMINO DEL MORO, S/N / N-630 KM 670,4",6220,"NO",30
"Badajoz","Restaurante","II","1 Tenedor","2011-12-20","LA GRAN FAMILIA","VILLAFRANCA DE LOS BARROS","FONTANEROS, 3",6220,"NO",96
"Badajoz","Restaurante","II","1 Tenedor","2000-09-24","LA MARINA","VILLAFRANCA DE LOS BARROS","CTRA. NACIONAL 630, KM. 665",6220,"NO",50
"Badajoz","Restaurante","II","1 Tenedor","2010-12-10","LOS ARCOS","VILLAFRANCA DE LOS BARROS","AVDA. FERNANDO ARANGUREN, 11",6220,"NO",77
"Badajoz","Restaurante","II","1 Tenedor","2017-08-07","MARISQUERIA EL TIBURON RODU","VILLAFRANCA DE LOS BARROS","POL. IND. LOS VARALES, C/ ELECTRICISTAS PARC. 79",6220,"NO",150
"Badajoz","Restaurante","II","1 Tenedor","2023-04-17","PORTOFINO","VILLAFRANCA DE LOS BARROS","C/ LOPEZ DE VEGA, PARQUE PÚBLICO",6220,"NO",75
"Badajoz","Restaurante","II","1 Tenedor","2008-01-04","RESTAURANTE RAMOS","VILLAFRANCA DE LOS BARROS","AVDA. ANGEL MARQUEZ ESCOBAR, 30",6220,"NO",168
"Badajoz","Restaurante","II","2 Tenedores","2019-06-03","ALBOR D'EYRE","VILLAFRANCA DE LOS BARROS","HERNAN CORTES, 1",6220,"NO",150
"Badajoz","Restaurante","II","2 Tenedores","2008-11-06","EL FIGON","VILLAFRANCA DE LOS BARROS","AV. DEL TRABAJO S/N",6220,"NO",125
"Badajoz","Restaurante","II","2 Tenedores","2023-03-07","LE BISTRO","VILLAFRANCA DE LOS BARROS","PLAZA DE ESPAÑA, 7",6220,"NO",52
"Badajoz","Restaurante","II","2 Tenedores","2001-05-27","MONTERREY","VILLAFRANCA DE LOS BARROS","CALLE RODELA, 25",6220,"NO",130
"Badajoz","Salón de banquetes y convenciones","II","Básico","2008-11-06","EL FIGON","VILLAFRANCA DE LOS BARROS","AV. DEL TRABAJO S/N",6220,"NO",260
"Badajoz","Salón de banquetes y convenciones","II","Básico","2012-01-31","HOTEL ACOSTA CIUDAD DE LA MUSICA","VILLAFRANCA DE LOS BARROS","CTRA. N-630 KM. 666",6220,"NO",450
"Badajoz","Salón de banquetes y convenciones","II","Básico","2018-04-13","LA GRAN FAMILIA","VILLAFRANCA DE LOS BARROS","C/ FONTANEROS, 3",6220,"NO",466
"Badajoz","Salón de banquetes y convenciones","II","Básico","2023-03-07","LE BISTRO","VILLAFRANCA DE LOS BARROS","PLAZA DE ESPAÑA, 7",6220,"NO",150
"Badajoz","Salón de banquetes y convenciones","II","Básico","2015-06-15","MAXI II","VILLAFRANCA DE LOS BARROS","CTRA. GIJÓN-SEVILLA, KM. 664",6220,"NO",388
"Badajoz","Café - Bar","I","--","2010-06-09","BAR NUEVO","VILLAGARCIA DE LA TORRE","CALLE MOTA, 16",6950,"NO",0
"Badajoz","Café - Bar","I","--","2006-05-08","CASA CARLOS","VILLAGARCIA DE LA TORRE","CRUZ, 2",6950,"NO",0
"Badajoz","Café - Bar","I","--","2021-03-22","EL GATO","VILLAGARCIA DE LA TORRE","ANIMAS, 1",6950,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","LA TUNA","VILLAGARCIA DE LA TORRE","CALLE MERCED, 106",6950,"NO",0
"Badajoz","Café - Bar","I","--","2006-11-02","QUIQUE","VILLAGARCIA DE LA TORRE","EJIDO CORIANA s/n",6950,"NO",0
"Badajoz","Pub","III","--","2010-06-09","DT-CLUB","VILLAGARCIA DE LA TORRE","CALLE CARDENAL SILICEO, 79",6950,"NO",0
"Badajoz","Restaurante","II","1 Tenedor","2009-12-16","RESTAURANTE QUIQUE","VILLAGARCIA DE LA TORRE","EJIDO CORIANA S/N",6950,"NO",50
"Badajoz","Café - Bar","I","--","2005-03-21","HOGAR DEL PENSIONISTA","VILLAGONZALO","PLAZA DE ESPAÑA Nº 7",6473,"NO",0
"Badajoz","Café - Bar","I","--","2007-11-22","JUANMA","VILLAGONZALO","C/ CRUCES, 17",6473,"NO",0
"Badajoz","Café - Bar","I","--","2019-07-30","LA OFICINA","VILLAGONZALO","NUEVA, 99",6473,"NO",0
"Badajoz","Pub","III","--","2010-06-09","CAFE BAR BARRERO","VILLAGONZALO","CALLE LAS CRUCES, 36",6473,"NO",0
"Badajoz","Pub","III","--","2010-06-09","WAY","VILLAGONZALO","CALLE LAS CRUCES, 56",6473,"NO",0
"Badajoz","Restaurante","II","1 Tenedor","2005-08-31","JUANMA","VILLAGONZALO","C/ CRUCES, 17",6473,"NO",32
"Badajoz","Café - Bar","I","--","2010-06-09","AVENIDA","VILLALBA DE LOS BARROS","AVENIDA EXTREMADURA, 18",6208,"NO",0
"Badajoz","Café - Bar","I","--","2004-03-31","CIRCULO RECREATIVO LA UNION","VILLALBA DE LOS BARROS","PLAZA JUAN CARLOS I, Nº 16",6208,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","MESON LABRADOR","VILLALBA DE LOS BARROS","AVENIDA EXTREMADURA, 3",6208,"NO",0
"Badajoz","Café - Bar","I","--","2009-12-21","MONTEVIRGEN","VILLALBA DE LOS BARROS","LA FUENTE S/N (AHOIRA CARRETERA FUENTE DEL MAESTRE Km. 0,65",6208,"NO",0
"Badajoz","Café - Bar","I","--","2023-11-14","100 MONTADITOS","VILLANUEVA DE LA SERENA","AVDA. CHILE, 17",6700,"SÍ",0
"Badajoz","Cafetería","II","2 Tazas","2004-03-30","AL JARDIN","VILLANUEVA DE LA SERENA","AVDA, DE CHILE 42",6700,"SÍ",50
"Badajoz","Cafetería","II","3 Tazas","2008-06-30","HOTEL CORTIJO DE SANTA CRUZ ","VILLANUEVA DE LA SERENA","CARRETERA N. 430 KM. 113,6",6700,"SÍ",120
"Badajoz","Restaurante","II","1 Tenedor","2009-09-07","BURGER KING ""LA SERENA""","VILLANUEVA DE LA SERENA","CTRA. EXT. 306/GLORIETA GRAL MUÑOZ GIL S/Nº",6700,"SÍ",133
"Badajoz","Restaurante","II","1 Tenedor","1991-09-04","LA PARRILLA","VILLANUEVA DE LA SERENA","CARRETERA GUADALUPE, 3",6700,"SÍ",250
"Badajoz","Restaurante","II","1 Tenedor","2003-06-27","MESON BENI","VILLANUEVA DE LA SERENA","PASEO DE EXTREMADURA 3 EDIF, DONCE LOCAL 5",6700,"SÍ",75
"Badajoz","Restaurante","II","1 Tenedor","2013-07-17","MESÓN CERVANTES","VILLANUEVA DE LA SERENA","CAMINO MAGACELA 21 LOCAL 6 Y 7",6700,"SÍ",50
"Badajoz","Restaurante","II","2 Tenedores","2004-03-30","AL JARDIN","VILLANUEVA DE LA SERENA","AVDA. DE CHILE, 42",6700,"SÍ",63
"Badajoz","Restaurante","II","2 Tenedores","1991-09-29","EL EMIGRANTE","VILLANUEVA DE LA SERENA","CALLE CONCEPCION, 3",6700,"SÍ",50
"Badajoz","Restaurante","II","2 Tenedores","2008-11-18","EL RODEO","VILLANUEVA DE LA SERENA","AVDA. CHILE S/N",6700,"SÍ",106
"Badajoz","Restaurante","II","2 Tenedores","2008-06-30","LA ENCOMIENDA","VILLANUEVA DE LA SERENA","CTRA. NACIONAL 430, KM. 113,6",6700,"SÍ",150
"Badajoz","Salón de banquetes y convenciones","II","Básico","2004-03-30","AL JARDIN","VILLANUEVA DE LA SERENA","AVDA. DE CHILE, 42",6700,"SÍ",310
"Badajoz","Salón de banquetes y convenciones","II","Básico","2008-06-30","HOTEL CORTIJO DE SANTA CRUZ ","VILLANUEVA DE LA SERENA","CTRA. NACIONAL  430 KM. 113,6",6700,"SÍ",500
"Badajoz","Café - Bar","I","--","2024-10-17","AHORA SÍ","VILLANUEVA DE LA SERENA","AVDA. DULCE CHACÓN, Nº 4",6700,"NO",0
"Badajoz","Café - Bar","I","--","2024-01-25","ANKA DIEGUITO","VILLANUEVA DE LA SERENA","AVDA. HERMANDAD SANTIAGO APOSTOL, 9 - BAJO",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","ANTONIO","VILLANUEVA DE LA SERENA","CALLE SAN FRANCISCO, 11",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR CENTRO","VILLANUEVA DE LA SERENA","PLAZA MAURA, 3",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR CHILE","VILLANUEVA DE LA SERENA","AVENIDA DE CHILE, 6",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR COLON","VILLANUEVA DE LA SERENA","PLAZA CONQUISTADORES, 13",6700,"NO",0
"Badajoz","Café - Bar","I","--","2016-02-02","BAR HOGAR DE PENSIONISTA","VILLANUEVA DE LA SERENA","LAS PALMERAS, 38",,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR LA COSECHA","VILLANUEVA DE LA SERENA","CALLE ALVARADO, 3",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR LA ESTACION","VILLANUEVA DE LA SERENA","CALLE JOSÉ GALLARDO S/N",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR MARINO VALOR","VILLANUEVA DE LA SERENA","PLAZA ESPAÑA, 9",,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR NUMANCIA","VILLANUEVA DE LA SERENA","AVENIDA CONQUISTADORES, 35",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BAR OFICINA","VILLANUEVA DE LA SERENA","CALLE LA HABA, 5",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BELLAVISTA","VILLANUEVA DE LA SERENA","CALLE SAN FRANCISCO, 16",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BENI","VILLANUEVA DE LA SERENA","PASEO EXTREMADURA DONCEL, 3",6700,"NO",0
"Badajoz","Café - Bar","I","--","2023-07-07","BLACK ROSE","VILLANUEVA DE LA SERENA","C/ PINTOR MORALES, 31",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BLANCO Y NEGRO","VILLANUEVA DE LA SERENA","CALLE ENCOMIENDA, 2",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","BODEGAS CANO","VILLANUEVA DE LA SERENA","CALLE HERNAN CORTES, 186    Bajo",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CACERES ROMERO","VILLANUEVA DE LA SERENA","CALLE GENERALISIMO, 46",6720,"NO",0
"Badajoz","Café - Bar","I","--","2001-04-27","CADILLAC","VILLANUEVA DE LA SERENA","CALLE LA HABA, 18",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE 91","VILLANUEVA DE LA SERENA","PASEO EXTREMADURA, 14",,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE BAR ORELLANA","VILLANUEVA DE LA SERENA","CALLE HERNAN CORTES, 233",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE BAR WIWI","VILLANUEVA DE LA SERENA","AVENIDA FELIPE TRIGO SANCHEZ, 1",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE LA MARINA","VILLANUEVA DE LA SERENA","CARRETERA GUADALUPE, S/N",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAFE-REAL","VILLANUEVA DE LA SERENA","CALLE SANTO CRISTO, 4",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-01-28","CAFE & TAPAS BROOKLYN","VILLANUEVA DE LA SERENA","AVDA. CHILE, 40",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CAPITOL","VILLANUEVA DE LA SERENA","PASEO EXTREMADURA, 24",,"NO",0
"Badajoz","Café - Bar","I","--","2018-12-04","CAPRICHO","VILLANUEVA DE LA SERENA","SAN FRANCISCO, 15",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CARABANCHEL","VILLANUEVA DE LA SERENA","CALLE SAN FERNANDO, 19",6720,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CARRASCO MUÑOZ","VILLANUEVA DE LA SERENA","PASEO EXTREMADURA, 14",6720,"NO",0
"Badajoz","Café - Bar","I","--","2000-12-22","CASA LOREN","VILLANUEVA DE LA SERENA","AVENIDA DE CHILE, 44",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CASINO DE LA SERENA","VILLANUEVA DE LA SERENA","PLAZA ESPAÑA, 2",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CASINO VALDIVIA","VILLANUEVA DE LA SERENA","CALLE RONDA SUR, 30",6720,"NO",0
"Badajoz","Café - Bar","I","--","2003-12-04","CASTELAR","VILLANUEVA DE LA SERENA","PASEO DE CASTELAR S/N",6700,"NO",0
"Badajoz","Café - Bar","I","--","2008-09-24","CENTRO","VILLANUEVA DE LA SERENA","PLAZA ESPAÑA, 10",,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CERVECERIA-RTE LA CRUZ BLANCA","VILLANUEVA DE LA SERENA","PARQUE DE LA CONSTITUCIÓN, 9",6700,"NO",0
"Badajoz","Café - Bar","I","--","2009-09-03","CHABU","VILLANUEVA DE LA SERENA","C/ AFUERAS S/Nº",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","CHAMIZO ORTEGA","VILLANUEVA DE LA SERENA","PASEO EXTREMADURA, 44",6720,"NO",0
"Badajoz","Café - Bar","I","--","2005-12-01","CHIQUI","VILLANUEVA DE LA SERENA","AVDA. SANTIAGO APOSTOL, 7",6700,"NO",0
"Badajoz","Café - Bar","I","--","2012-06-27","CHURRERIA LA LUNA","VILLANUEVA DE LA SERENA","AVENIDA HERNAN CORTÉS, 229",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","COMPLEJO LAS PALMERAS","VILLANUEVA DE LA SERENA","RONDA DE LA HISPANIDAD, 172 (CTRA. CIRCUNVALACIÓN)",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","COTIDIANO 21","VILLANUEVA DE LA SERENA","CALLE SAN FRANCISCO, 21",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-05-24","COW BOY DONER KEBAB CHIKI PARK","VILLANUEVA DE LA SERENA","CONVENTUAL, 38 B",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","DELGADO","VILLANUEVA DE LA SERENA","AVENIDA CONQUISTADORES, 35",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","DELICIAS","VILLANUEVA DE LA SERENA","CALLE HERNAN CORTES, 118",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","DESIGUAL","VILLANUEVA DE LA SERENA","AVENIDA CHILE, 42",6700,"NO",0
"Badajoz","Café - Bar","I","--","2016-02-11","DISCO BAR ""QUERCUS""","VILLANUEVA DE LA SERENA","CONVENTUAL, 37 PLANTA BAJA",6700,"NO",0
"Badajoz","Café - Bar","I","--","2004-02-19","EL EMIGRANTE","VILLANUEVA DE LA SERENA","CONCEPCION Nº 3",6700,"NO",0
"Badajoz","Café - Bar","I","--","2011-07-14","EL ENCINAR","VILLANUEVA DE LA SERENA","PLAZA CORAZÓN DE JESÚS, 5",6700,"NO",0
"Badajoz","Café - Bar","I","--","2018-04-11","EL MOLINO","VILLANUEVA DE LA SERENA","POLÍGONO INDUSTRIAL LA BARCA, 1",6700,"NO",0
"Badajoz","Café - Bar","I","--","2010-06-09","EL PAJARILLO","VILLANUEVA DE LA SERENA","C/ LUCAS ALONSO MUÑOZ, 31 (ANTES C/ MAGACELA, 31)",6700,"NO",0
